id,concrete_cement,healthy_metal,incomplete,irregular_metal,other
7a465894,0.007316877,0.0378625,0.006770501,0.946584,0.001466077
7a4c9a10,0.002679455,0.9822844,0.0004172127,0.01041758,0.004201386
7a485810,0.004782877,0.1471999,0.015797,0.82925,0.002970212
7a4a9788,0.0008035093,0.9863104,3.66222e-05,0.0057028,0.007146723
7a503198,0.001037499,0.9536366,0.001050718,0.01464013,0.02963504
7a4e206a,0.2235576,0.004122613,0.5615883,0.2071037,0.003627747
7a4c15ea,0.1679326,0.1509897,0.1295717,0.5413251,0.01018086
7a4f8536,0.002509521,0.8955362,0.001322152,0.07316009,0.02747204
7a513df4,0.004355696,0.6634355,0.0006204181,0.3297156,0.001872702
7a4d7624,0.02088171,0.2746589,0.0006548375,0.7026064,0.001198067
7a4c9e8e,0.4091278,0.1942983,0.03484326,0.3608707,0.0008599814
7a4b2554,0.1464892,0.05199464,0.05879157,0.7149534,0.02777114
7a502b12,0.001623473,0.9672368,0.0002819977,0.02976239,0.001095308
7a4c32e6,0.004157207,0.9282979,0.0008853408,0.06629623,0.0003632907
7a4a8a2c,0.005813838,0.6819044,0.00359151,0.307252,0.001438265
7a467b76,0.1265118,0.251644,0.09508952,0.3683151,0.1584395
7a51b554,0.0001378548,0.9952273,4.32535e-06,0.004580969,4.957608e-05
7a4622e8,0.01696,0.2074853,0.01335401,0.7608564,0.001344397
7a4a599e,0.1940531,0.07203374,0.01852505,0.7085744,0.00681376
7a4d17c4,0.2110583,0.3966156,0.01036088,0.3322546,0.04971064
7a4fb740,0.008021995,0.001054813,0.01639862,0.9743078,0.0002166971
7a4ceed4,0.000688582,0.9835824,1.365654e-05,0.01514944,0.0005659374
7a45d1a8,0.1308129,0.05282736,0.0641628,0.7417256,0.0104714
7a4ef33c,0.01847742,0.2222145,0.07267469,0.6648608,0.02177268
7a4ec808,0.1004528,0.3287444,0.001793164,0.5009508,0.06805885
7a4eb8d6,0.1114682,0.06963509,0.00107016,0.7634521,0.05437446
7a4f39d2,0.01902677,0.4703366,0.008690193,0.4643725,0.03757409
7a47a140,0.009065053,0.764825,0.003045165,0.2023081,0.02075675
7a4ec79a,0.04624996,0.2511466,0.04760087,0.6419405,0.01306206
7a4be75a,0.003222652,0.7332216,0.003058916,0.2581325,0.002364272
7a515d20,0.009576445,0.1022275,0.0002499346,0.8830686,0.004877522
7a4e6048,0.01627546,0.06819121,0.03941743,0.8476884,0.02842752
7a4b4ade,0.00360172,0.8838832,0.0001455557,0.03179428,0.08057526
7a4e6250,0.003545047,0.02811463,0.0121605,0.9505174,0.005662347
7a4848f2,0.0008687311,0.6172726,0.009684692,0.3662864,0.005887596
7a4fe30a,0.0461422,0.0133392,0.1172267,0.8223014,0.0009905745
7a5098e0,0.01141179,0.03900822,0.02334599,0.9250258,0.00120829
7a4c4f60,0.05087627,0.2147295,0.02159246,0.7118976,0.0009042669
7a469bb0,0.03687735,0.8370475,4.050894e-05,0.00629201,0.1197427
7a50b06e,0.0137571,0.07070906,0.07213192,0.8190562,0.02434574
7a4e0e68,0.0007493416,0.5829918,0.007319506,0.4088558,8.35929e-05
7a496e3a,0.01118679,0.08521917,0.01458423,0.8677291,0.02128072
7a49ff30,0.0008529251,0.2200731,0.002772525,0.7735596,0.002741823
7a4c2b84,0.01777299,0.3116587,0.005983856,0.6343944,0.03018998
7a4533a6,0.03738518,0.3403864,0.0160117,0.6058454,0.0003713075
7a48103a,0.006531782,0.02528518,0.3531881,0.6149483,4.664265e-05
7a4878d6,0.03465137,0.0170177,0.02142001,0.8874811,0.03942984
7a455d2c,0.0001825632,0.9182852,0.0004372979,0.07850999,0.002584836
7a49913a,0.00500327,0.888387,0.003381127,0.05414316,0.0490855
7a4598f0,0.007427293,0.4419719,0.004387669,0.5239567,0.02225641
7a500c04,0.1589964,0.1847701,0.001864911,0.6344391,0.01992957
7a481332,0.01926559,0.1495788,0.05206555,0.7760312,0.003058854
7a48366e,0.03160427,0.05741687,0.02198908,0.8757565,0.01323327
7a500042,0.01777279,0.0884986,0.04681008,0.846612,0.0003065852
7a4b859e,0.4789742,0.07736515,0.01246492,0.4103601,0.02083557
7a4f46fc,9.097838e-05,0.983695,3.84427e-05,0.01600268,0.000172802
7a4cad98,0.0008692334,0.9849325,3.192969e-05,0.007858241,0.006308141
7a47a604,0.0006209431,0.948646,0.000905329,0.04915005,0.0006776173
7a48cebc,0.006758374,0.8509969,0.0006838157,0.1381889,0.003372011
7a4c9178,0.01469251,0.2041021,0.006209978,0.7716593,0.003336077
7a46ba28,0.00250076,0.8337496,0.0007219778,0.1625041,0.0005236276
7a49888e,0.005612346,0.8347802,0.005840323,0.1000552,0.05371188
7a4773fa,0.02167626,0.002303232,0.3160006,0.6595568,0.0004630767
7a4c1720,5.419977e-05,0.9233375,3.826986e-05,0.07642254,0.0001474901
7a4c11c6,0.0003399863,0.2019233,0.0028925,0.7942252,0.0006191484
7a493f6e,0.0149722,0.05030311,0.03802563,0.8922702,0.004428826
7a50a93e,0.0005856446,0.942857,6.585127e-05,0.05646003,3.157723e-05
7a497eac,0.04726017,0.4553748,0.004873066,0.4070265,0.08546548
7a4bdc4c,0.00555087,0.002378204,0.006505873,0.9853125,0.000252531
7a46b820,0.0003669855,0.9682838,6.861879e-05,0.030341,0.0009396346
7a4b200e,0.005142421,0.2797867,0.005244334,0.7055219,0.004304543
7a4b24f0,0.003561278,0.9719692,0.001624946,0.01007894,0.0127655
7a5159d8,0.008327518,0.9006939,0.0008689472,0.08614271,0.003966885
7a4ddda8,0.005961618,0.9184179,0.001261777,0.07100484,0.003353805
7a4556e2,0.4639703,0.08214346,0.009056213,0.3850389,0.05979124
7a483952,0.007058587,0.344483,0.003295419,0.6309267,0.0142363
7a48624c,0.03265758,0.4428584,0.001551147,0.504144,0.01878876
7a48255c,0.01844139,0.04561244,0.2852966,0.6475241,0.00312555
7a4bad76,0.002137285,0.1901222,0.05730376,0.7489176,0.00151913
7a46a95c,0.0001797549,0.9869464,0.0001788266,0.01247383,0.0002212446
7a4e0224,0.01623061,0.94371,0.0005331404,0.03391251,0.005613865
7a48b102,0.001913871,0.4516665,0.002312246,0.543757,0.0003503837
7a49e298,0.6582417,0.1391983,0.04833975,0.1384188,0.01580135
7a4f5ca0,0.0001731246,0.9694541,2.029959e-05,0.0299926,0.0003597134
7a4bf4ca,0.6096589,0.1064811,0.01066528,0.2715858,0.001609027
7a4f69d4,0.1476329,0.2952681,0.04445536,0.4770688,0.03557491
7a4c7d5a,0.01059592,0.5577424,0.00338514,0.4278466,0.0004298928
7a4f0746,0.01950272,0.04145923,0.6122523,0.315825,0.01096069
7a4fe4a4,0.001941579,0.313745,0.003092561,0.6770187,0.004202079
7a4f1e52,0.003736459,0.8136996,0.0008833362,0.179007,0.002673544
7a4664a6,0.001083501,0.03509108,0.001327145,0.9622633,0.0002350405
7a50b1a4,0.006073943,0.5560968,0.000349646,0.4369731,0.0005065238
7a4fd482,0.03649935,0.07106762,0.003296236,0.8274582,0.06167859
7a51210c,0.003003562,0.009245007,0.001664843,0.9788216,0.007265051
7a505b82,0.06612314,0.1225234,0.0006817733,0.5374038,0.2732679
7a4b7fea,0.004358173,0.2397148,0.03154306,0.6943107,0.03007319
7a4f4c4c,0.0002423369,0.75194,0.0003132309,0.2474643,4.013384e-05
7a4b2edc,9.931257e-05,0.9983001,1.19471e-06,0.0008830184,0.0007163436
7a461dac,0.0002526299,0.5131344,0.0001644189,0.4861783,0.0002703217
7a4ca23a,0.002136,0.9899656,2.505934e-05,0.007550329,0.0003229637
7a49281c,0.005292129,0.7838293,0.0003575484,0.2025953,0.007925697
7a4dfe6e,0.002059961,0.876341,0.0005380781,0.1208355,0.0002253309
7a4b8256,0.004108572,0.01985833,0.1819214,0.7939748,0.0001369653
7a511c70,0.00141746,0.01420658,0.05387541,0.9301595,0.0003410682
7a4e0288,0.0002319072,0.03416063,0.0001397243,0.9652969,0.000170785
7a48672e,5.665102e-05,0.578171,0.0003970606,0.4194851,0.001890315
7a467cb6,0.002139427,0.9643046,0.001882421,0.02827747,0.00339617
7a51da2a,0.008967943,0.03633106,0.3323222,0.6219479,0.0004308569
7a4c2f3a,0.007244016,0.009131963,0.4259774,0.557444,0.0002025164
7a514a4c,0.02791321,0.01092554,0.07524127,0.8768131,0.009106847
7a4e725e,0.001790656,0.1315197,0.00506666,0.8592623,0.002360681
7a465d9e,0.1525043,0.0008531329,0.747996,0.09854405,0.0001024628
7a4b33b4,0.1082588,0.1017434,0.3241566,0.4631476,0.002693648
7a5094da,0.008144019,0.04362644,0.02646249,0.9093649,0.01240219
7a473840,0.002656168,0.9893387,1.741591e-05,0.003304058,0.004683618
7a50711c,0.03037658,0.07585379,0.3033723,0.5726912,0.01770622
7a4856d0,0.006236581,0.01419628,0.001790164,0.9772145,0.0005623773
7a4f2f3c,0.003138526,0.349484,0.008360551,0.6380667,0.0009502955
7a50d792,0.0008854337,0.5797667,0.0002439156,0.4186047,0.000499296
7a4d71ba,0.0002283586,0.3144464,0.0005583775,0.6845291,0.0002377249
7a49a9a4,0.0004591786,0.278949,0.0005836242,0.7199265,8.166257e-05
7a45043a,0.009057896,0.01126172,0.05162228,0.9146224,0.01343573
7a4a4b16,0.9243116,0.03007292,0.01569413,0.01895694,0.01096442
7a4e9374,0.006468531,0.9747352,2.056657e-05,0.01855154,0.0002243096
7a4a2e38,0.007695783,0.9635766,0.0003540481,0.0275262,0.0008474098
7a48324a,0.007802499,0.8556785,0.001919898,0.1217978,0.01280144
7a4754b0,0.007604523,0.5926519,0.0171544,0.3343111,0.04827807
7a477288,0.9375765,0.01058345,0.001040037,0.00340671,0.04739342
7a503bca,0.001023242,0.9889345,1.460443e-05,0.009802854,0.0002248147
7a4be48a,0.06927325,0.03581918,0.01909219,0.8492553,0.02656007
7a50de7c,0.0007517325,0.005693955,0.004674128,0.988665,0.0002152534
7a48453c,0.5489269,0.1265898,0.05712901,0.2574365,0.00991772
7a48a7c0,0.03003732,0.8014283,0.0008989924,0.165295,0.002340363
7a4786a6,0.002314935,0.7500826,0.01013908,0.2334466,0.00401681
7a4dd4f2,0.007108365,0.01775669,0.07790274,0.893827,0.003405154
7a476694,0.1950521,0.06822424,0.0005823108,0.720449,0.01569236
7a46ed36,0.00867622,0.05995908,0.01642632,0.9114162,0.0035222
7a4e8a14,0.0007485989,0.005602262,0.04116621,0.9523197,0.0001632593
7a45b182,2.683168e-05,0.9723674,8.372615e-05,0.02744068,8.135226e-05
7a46a9c0,0.007302336,0.05663589,0.247403,0.6832387,0.005420043
7a4eec70,0.6173869,0.1668082,0.09187135,0.1185321,0.005401554
7a452172,0.0009954612,0.5487105,0.005071986,0.4449159,0.0003062105
7a479588,0.01013069,0.2366728,0.1127897,0.6277013,0.01270548
7a4b900c,0.1178621,0.06295203,0.0410988,0.763216,0.01487107
7a4eb2fa,0.05009516,0.598832,0.0002600543,0.3300581,0.02075464
7a4ad00e,0.0002567745,0.01550135,0.0009038377,0.9830852,0.0002528416
7a50a2b8,0.5452496,0.03775919,0.0004518302,0.3961044,0.02043505
7a4f5890,0.0006743223,0.968644,0.0001052996,0.0297534,0.0008230018
7a4997d4,0.01081933,0.02849041,0.2645263,0.6854302,0.0107337
7a4f9850,0.1098672,0.7113906,0.008999645,0.1521999,0.01754264
7a4c887c,0.0004124895,0.9897152,2.369126e-05,0.002237544,0.007611145
7a4b1fa0,0.0001657274,0.8866486,0.0002379983,0.1124233,0.0005243523
7a4be066,0.8190832,0.002656657,0.0006554762,0.1714775,0.006127201
7a4e4392,0.04536761,0.0211971,0.0009477416,0.93062,0.001867499
7a4d7f84,0.06067026,0.1823551,0.0008529167,0.6032953,0.1528264
7a48e564,0.07414504,0.1710438,0.02751231,0.7238306,0.00346826
7a4e909a,0.01009307,0.4987625,0.0300071,0.4253497,0.0357876
7a50ad3a,0.1892675,0.4520051,0.003787889,0.2476156,0.1073239
7a4baa2e,0.004793687,0.9533226,0.0001300187,0.02939832,0.01235539
7a4b970a,0.001865628,0.9628742,0.007529309,0.01283745,0.0148934
7a51c558,0.1620436,0.4483217,0.00252906,0.2972254,0.08988012
7a4e8050,0.05068769,0.07088152,0.05569298,0.8175573,0.00518052
7a4b0c54,2.035302e-05,0.9989049,2.58495e-06,0.0008256195,0.0002464683
7a4e50d0,0.007829472,0.006620595,0.005539197,0.9713212,0.008689517
7a466154,0.0004214887,0.3458916,0.01331845,0.638923,0.001445471
7a503b66,0.001609567,0.6096175,0.001392516,0.3864548,0.0009256214
7a4d651c,0.0007493855,0.9825376,0.0002057864,0.009550935,0.006956316
7a51a280,0.0191127,0.6426234,0.009141398,0.3282156,0.0009068887
7a4b502e,0.2033695,0.01618824,0.01211946,0.7587672,0.009555615
7a519bf0,0.07785946,0.699723,0.0917576,0.115895,0.01476504
7a4a4d96,0.06896785,0.7559068,0.001032373,0.1298894,0.04420357
7a508224,0.001063619,0.5528589,0.02434726,0.4131197,0.008610624
7a4aba6a,0.0003058911,0.9544705,1.640401e-05,0.04509642,0.0001108898
7a4e774a,0.005087094,0.1628253,0.002166762,0.8282952,0.001625664
7a4fe846,0.01692168,0.002357207,0.7076415,0.2717546,0.001324992
7a45a05c,0.05990758,0.0231446,0.1189413,0.7936703,0.004336228
7a466e9c,0.002914612,0.01891215,0.009594236,0.9634125,0.005166591
7a51884a,0.0007619481,0.9897513,7.003778e-05,0.009304252,0.0001123818
7a4b509c,9.86702e-05,0.9726478,6.306698e-06,0.02684905,0.0003982198
7a457e2e,0.0157693,0.9635968,1.113954e-05,0.002968471,0.01765429
7a4e9f04,0.001994574,0.6412851,0.0005771257,0.355499,0.0006442746
7a489b5e,1.162235e-05,0.9974323,7.856691e-05,0.002317241,0.0001602242
7a4d77be,0.1241149,0.09531289,0.0005422303,0.7098011,0.0702289
7a4b7d6a,6.106585e-05,0.9896609,2.328641e-05,0.01020222,5.253503e-05
7a46f8f8,0.004174678,0.471342,0.003880462,0.5201303,0.0004724651
7a51870a,0.001986227,0.7849143,4.072478e-05,0.2096798,0.003378998
7a4e95ea,0.01450399,0.0952483,0.01159773,0.8731628,0.005487129
7a517012,0.05280025,0.03522731,0.007726521,0.8811427,0.0231032
7a4eba7a,0.006076272,0.2979739,0.002730157,0.6931658,5.380771e-05
7a4aed32,0.009282986,0.08640505,0.01424494,0.8863147,0.003752266
7a48e848,5.7214e-06,0.9959015,7.207883e-06,0.003945918,0.0001395828
7a51a80c,6.889435e-05,0.9795488,3.448371e-05,0.02027185,7.605538e-05
7a511e8c,0.007651144,0.9080354,0.0005220491,0.02900061,0.05479079
7a471c84,0.1133508,0.2758516,0.01707365,0.5493083,0.04441561
7a50c46e,0.08249403,0.3168332,0.002911801,0.5737023,0.02405864
7a4fc4a6,0.0003678697,0.9943464,0.0001187786,0.003368334,0.001798639
7a4adcc0,0.0006025428,0.9693226,0.0001177508,0.02666989,0.003287187
7a4e8d52,0.07962478,0.5701935,0.0007233305,0.3382319,0.01122652
7a4a9b3e,0.0003832832,0.03614448,0.005081635,0.9574654,0.0009252116
7a48532e,0.002693768,0.1858968,0.06578605,0.7429513,0.002672036
7a4fd4e6,0.04012048,0.3102424,0.006278601,0.6206946,0.02266396
7a49afc6,0.001131986,0.8819371,0.0001495221,0.106685,0.01009637
7a4e71fa,0.01173917,0.00344745,0.002118969,0.9798635,0.002831018
7a4f1ec0,0.000238894,0.9969151,3.64296e-05,0.002258405,0.0005512341
7a4665dc,0.02877348,0.2738084,0.005313082,0.6355749,0.05653014
7a4aaef8,0.001937562,0.9521618,7.269483e-05,0.02409024,0.0217377
7a4828ae,0.003370257,0.002233784,0.291326,0.7025515,0.0005184903
7a4a3630,0.001326871,0.9891731,6.068185e-06,0.008946926,0.0005471734
7a4cd3cc,0.002213099,0.4852332,0.00397336,0.5058905,0.00268982
7a4f0034,0.0005499395,0.7810565,7.649435e-05,0.2182562,6.096782e-05
7a4dbd50,0.01489473,0.7189707,0.001647459,0.2316586,0.03282843
7a4da432,0.0003967609,0.9676037,0.0006880608,0.02836185,0.002949609
7a488998,0.009311747,0.02144868,0.07745592,0.8886729,0.003110712
7a4a46e8,0.003010756,0.981612,7.979931e-05,0.01033346,0.004964032
7a50228e,0.01862651,0.7381846,0.003478467,0.2359202,0.003790174
7a4d05ae,0.0007778932,0.9731116,2.543728e-05,0.02578872,0.0002964327
7a483d8a,0.7398972,0.01461605,0.005820627,0.2282459,0.01142024
7a50072c,0.001660854,0.01594973,0.001983478,0.9803399,6.606341e-05
7a4ebc82,0.966064,0.02075542,2.988069e-05,0.01041185,0.00273893
7a4e8cee,0.002819082,0.06200667,0.1170467,0.8143879,0.003739739
7a4af71e,0.05405809,0.7984408,9.205425e-05,0.0698479,0.07756113
7a4d3b5a,0.000782354,0.02468456,0.02066724,0.9527696,0.001096108
7a4eb71e,0.3989657,0.02890428,0.05116763,0.5161874,0.004774877
7a4eba0c,0.01012632,0.3146507,0.01018733,0.661025,0.004010616
7a4b88b4,0.07314634,0.3340468,0.041093,0.4725876,0.07912636
7a492d12,0.0001104596,0.9824728,9.108945e-05,0.01709973,0.0002258658
7a49ef72,0.0001703242,0.05891118,0.001646462,0.9390294,0.0002426017
7a4fafe8,0.0001349153,0.9875191,1.000505e-06,0.0122456,9.938604e-05
7a471e96,0.04970935,0.04176459,0.0007058539,0.8178104,0.09000983
7a479c5e,0.08408052,0.01584657,0.03588838,0.8640327,0.0001517702
7a4efe86,0.1212064,0.328863,0.002370091,0.4827706,0.06478997
7a500240,0.002746388,0.5577633,0.01508371,0.4239776,0.0004289007
7a4bd2d8,0.0009440258,0.7017476,0.0007494378,0.2960318,0.0005270681
7a4a5304,0.0004466541,0.4498204,0.0001158973,0.5473838,0.002233139
7a4f08ea,0.002236211,0.1975424,0.008555108,0.7914276,0.000238583
7a4bcc48,0.00218758,0.9570735,0.0001126606,0.04044143,0.0001849668
7a4f6556,0.0005509396,0.8240017,0.0003248498,0.1749601,0.0001623448
7a490df0,0.000690026,0.28228,0.0003289496,0.7121414,0.004559658
7a4c425e,0.001663173,0.6607538,0.006553436,0.3304716,0.0005580208
7a466f00,0.0005628146,0.004439419,0.004269265,0.990482,0.0002465181
7a464f5c,0.0001540087,0.0005610231,0.0690335,0.9301683,8.31458e-05
7a4d923a,0.0001558704,0.9986545,3.808268e-06,0.0005940868,0.0005918268
7a4ab2a4,0.01518725,0.8450099,0.0006161396,0.1372655,0.001921265
7a51ba40,0.05450573,0.3834244,0.002812904,0.1479016,0.4113553
7a4cae6a,0.1567879,0.3892212,0.2705118,0.07219345,0.1112857
7a4c53e8,0.03492079,0.3646,0.008900211,0.5808276,0.01075135
7a484d70,0.1509018,0.2370607,0.06548847,0.3373765,0.2091726
7a4dbb2a,0.2133651,0.1607791,0.05324157,0.5614325,0.01118162
7a495a8a,0.007289083,0.7420474,0.008442608,0.1231562,0.1190647
7a4bd684,0.0001238507,0.07439031,0.0007031084,0.9246246,0.0001580199
7a4d8c86,0.01050908,0.334018,0.1023133,0.547475,0.005684669
7a49bdd6,0.003814073,0.3076977,0.008617017,0.6782274,0.001643802
7a489e42,7.028227e-05,0.8586808,9.765076e-06,0.1408389,0.0004001423
7a4c4e84,0.04523258,0.06659997,0.09259979,0.7902707,0.00529694
7a4a80cc,0.0002448738,0.7918081,0.001217467,0.2065863,0.0001433656
7a484c9e,0.0005325858,0.8750157,0.001022875,0.1207079,0.002721045
7a4e0634,0.5559539,0.006798696,0.03948941,0.3967209,0.001037094
7a4fb3f8,0.001604659,0.7181585,0.01162477,0.2637814,0.004830622
7a50f3d0,0.03532567,0.6625424,0.008411252,0.2607165,0.03300423
7a4ac596,0.0001489462,0.9987826,1.299082e-07,0.0005421575,0.0005263063
7a4c21b6,0.003635739,0.9405364,0.0002770753,0.03866655,0.01688422
7a4d504a,0.005312237,0.3079999,0.01952544,0.6624791,0.004683384
7a4b6b54,0.0005173438,0.02198223,0.03121234,0.9446759,0.001612179
7a4fa3a4,0.001331874,0.9358543,0.000246647,0.06238422,0.0001829106
7a504872,0.002937607,0.4392031,0.001969276,0.5551006,0.0007895082
7a46510a,0.006478446,0.9662505,0.001043745,0.01999197,0.006235506
7a49edce,0.0003332019,0.4643911,0.0007341207,0.5340636,0.0004780045
7a4bb0be,0.1068243,0.2226771,0.02225402,0.5828083,0.06543631
7a4900f8,0.003992132,0.9502712,0.0003035866,0.03607059,0.009362303
7a483038,0.3173603,0.03789829,0.007179011,0.587113,0.05044942
7a498d16,0.01259937,0.1186412,0.07039625,0.7972792,0.001083981
7a50c612,0.003118087,0.353915,0.002459466,0.6342863,0.006221121
7a4bbd84,0.005780579,0.2495101,0.01999297,0.7242478,0.0004685701
7a4956d4,0.0005653648,0.9865373,4.691249e-05,0.01212944,0.0007209271
7a500e70,0.0003268879,0.08711455,0.00506004,0.907246,0.0002525756
7a4e3d0c,0.002635474,0.9485497,0.0008010745,0.04645188,0.001561961
7a4c731e,0.02426122,0.3959742,0.005287551,0.4733591,0.1011179
7a4663d4,9.661387e-07,0.9967856,4.599736e-08,0.003190105,2.327466e-05
7a50a65a,0.006150021,0.8222099,0.0001073435,0.1688477,0.002685033
7a506e4c,0.08465087,0.1374326,0.008640151,0.6951416,0.0741348
7a482a66,0.03960487,0.5850801,0.006948448,0.3649516,0.003414955
7a4b4796,0.05816859,0.05955279,0.001916595,0.8733922,0.00696984
7a4aa228,0.01882769,0.7492077,0.00154478,0.2142972,0.01612253
7a50612c,0.001773413,0.9456053,3.589565e-05,0.05234296,0.0002424797
7a4b7b58,0.01517237,0.5500039,0.1382193,0.2881936,0.008410836
7a4f24ba,0.001880355,0.5901765,0.001431578,0.4046715,0.001840095
7a4b9638,0.2155432,0.008552976,0.4583535,0.3152191,0.002331153
7a48892a,0.03369587,0.7432783,7.980176e-05,0.02566998,0.197276
7a4fde28,0.001146996,0.8545246,0.04572525,0.09389913,0.00470404
7a4946da,0.1192985,0.08862191,0.009107499,0.7425609,0.04041119
7a4c2abc,0.0003852157,0.004081061,0.002356631,0.9925612,0.0006159077
7a5082f6,0.11122,0.05234922,0.04833758,0.690736,0.09735726
7a4d27b4,0.0007227123,0.9397292,1.707375e-05,0.02987269,0.02965842
7a4864c2,0.01266349,0.9372662,0.001168275,0.0319976,0.01690441
7a4add92,0.0001126841,0.005819696,0.0007386546,0.9927621,0.0005668006
7a4d7890,0.0123748,0.04670357,0.00846905,0.9174079,0.01504474
7a45172c,0.01908668,0.07097812,0.1977907,0.7111155,0.001029038
7a490a9e,0.02740507,0.07838613,0.007520358,0.8803802,0.00630819
7a45e95e,0.007971609,0.05468874,0.0136733,0.9229757,0.0006906076
7a459314,0.5954635,0.06253965,0.003699507,0.2839132,0.05438424
7a4f9170,0.02507955,0.1514171,0.002546254,0.7370698,0.08388732
7a4ad428,0.001919026,0.03715802,0.01799654,0.9412764,0.001650083
7a4f9440,0.002749584,0.5203087,0.003296143,0.4703204,0.003325101
7a515f96,0.0007848358,0.03841019,0.007477055,0.9508499,0.002478085
7a4f971a,0.0001564895,0.9939749,1.959767e-06,0.001454524,0.004412163
7a47675c,0.0213579,0.8284296,0.0005143804,0.1406435,0.009054507
7a46a11e,0.002883168,0.8587168,3.60604e-05,0.1226648,0.01569908
7a506a96,0.2710021,0.09845841,0.3153505,0.2955069,0.01968213
7a50d4c2,0.1370652,0.04625992,0.003764127,0.7677013,0.04520939
7a4d2af2,0.01401403,0.9790807,2.035263e-05,0.006722093,0.0001628559
7a518778,0.0007108735,0.8769979,0.001783191,0.1157765,0.004731545
